tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
2002-891,Chennai,Hard,32,A,12/31/2001,29,103084,1,,Guillermo Canas,R,185,ARG,24,102344,,,Karol Kucera,R,188,SVK,27.8,4-6 6-3 6-3,3,SF,131,2,2,91,56,38,16,14,2,5,2,2,69,33,23,17,14,0,5,15,1572,101,412
2002-891,Chennai,Hard,32,A,12/31/2001,30,103387,,,Paradorn Srichaphan,R,185,THA,22.5,102318,4,,Andrei Pavel,R,183,ROU,27.9,6-3 6-4,3,SF,75,4,2,49,30,25,12,10,0,1,2,4,70,42,30,10,9,11,14,120,354,28,1105
2002-891,Chennai,Hard,32,A,12/31/2001,31,103084,1,,Guillermo Canas,R,185,ARG,24,103387,,,Paradorn Srichaphan,R,185,THA,22.5,6-4 7-6(2),3,F,106,1,1,59,38,29,13,11,0,2,3,3,84,50,30,17,11,10,13,15,1572,120,354
2002-D001,Davis Cup WG R1: FRA vs NED,Clay,4,D,2/8/2002,1,103206,,,Sebastien Grosjean,R,175,FRA,23.6,102817,,,Edwin Kempes,R,188,NED,25.6,7-5 7-6(5) 6-2,5,RR,,,,,,,,,,,,,,,,,,,,9,2325,147,264
2002-D001,Davis Cup WG R1: FRA vs NED,Clay,4,D,2/8/2002,2,103096,,,Arnaud Clement,R,173,FRA,24.1,102854,,,Sjeng Schalken,R,193,NED,25.4,7-5 2-6 6-7(7) 6-4 6-2,5,RR,,,,,,,,,,,,,,,,,,,,48,810,28,1140
2002-D001,Davis Cup WG R1: FRA vs NED,Clay,4,D,2/8/2002,4,103206,,,Sebastien Grosjean,R,175,FRA,23.6,102854,,,Sjeng Schalken,R,193,NED,25.4,6-2 1-6 7-6(6) 2-6 6-3,5,RR,,,,,,,,,,,,,,,,,,,,9,2325,28,1140
2002-D001,Davis Cup WG R1: FRA vs NED,Clay,4,D,2/8/2002,5,102817,,,Edwin Kempes,R,188,NED,25.6,103096,,,Arnaud Clement,R,173,FRA,24.1,7-6(5) 6-3,3,RR,,,,,,,,,,,,,,,,,,,,147,264,48,810
2002-D002,Davis Cup WG R1: CZE vs BRA,Carpet,4,D,2/8/2002,1,102562,,,Jiri Novak,R,190,CZE,26.8,102987,,,Andre Sa,R,185,BRA,24.7,6-7(10) 6-1 6-1 6-4,5,RR,,,,,,,,,,,,,,,,,,,,16,1646,89,449
2002-D002,Davis Cup WG R1: CZE vs BRA,Carpet,4,D,2/8/2002,2,102539,,,Bohdan Ulihrach,R,188,CZE,26.9,101897,,,Fernando Meligeni,L,180,BRA,30.8,6-3 6-4 6-4,5,RR,,,,,,,,,,,,,,,,,,,,39,950,69,544
2002-D002,Davis Cup WG R1: CZE vs BRA,Carpet,4,D,2/8/2002,4,103581,,,Flavio Saretta,R,183,BRA,21.6,102788,,,Jan Vacek,R,198,CZE,25.7,6-1 7-6(6),3,RR,,,,,,,,,,,,,,,,,,,,110,378,75,524
2002-D002,Davis Cup WG R1: CZE vs BRA,Carpet,4,D,2/8/2002,5,102539,,,Bohdan Ulihrach,R,188,CZE,26.9,102987,,,Andre Sa,R,185,BRA,24.7,6-1 6-2,3,RR,,,,,,,,,,,,,,,,,,,,39,950,89,449
2002-D003,Davis Cup WG R1: ESP vs MAR,Clay,4,D,2/8/2002,1,103507,,,Juan Carlos Ferrero,R,183,ESP,21.9,102271,,,Hicham Arazi,L,175,MAR,28.2,6-3 6-1 6-2,5,RR,,,,,,,,,,,,,,,,,,,,3,3005,23,1200
2002-D003,Davis Cup WG R1: ESP vs MAR,Clay,4,D,2/8/2002,2,101962,,,Younes El Aynaoui,R,193,MAR,30.3,102374,,,Alex Corretja,R,180,ESP,27.8,6-3 7-5 6-4,5,RR,,,,,,,,,,,,,,,,,,,,20,1268,18,1530
2002-D003,Davis Cup WG R1: ESP vs MAR,Clay,4,D,2/8/2002,4,101962,,,Younes El Aynaoui,R,193,MAR,30.3,103507,,,Juan Carlos Ferrero,R,183,ESP,21.9,7-6(2) 6-0 3-6 0-6 6-3,5,RR,,,,,,,,,,,,,,,,,,,,20,1268,3,3005
2002-D003,Davis Cup WG R1: ESP vs MAR,Clay,4,D,2/8/2002,5,102374,,,Alex Corretja,R,180,ESP,27.8,102271,,,Hicham Arazi,L,175,MAR,28.2,6-3 6-0 RET,5,RR,,,,,,,,,,,,,,,,,,,,18,1530,23,1200
2002-D004,Davis Cup WG R1: USA vs SVK,Hard,4,D,2/8/2002,1,101948,,,Pete Sampras,R,185,USA,30.4,103971,,,Karol Beck,R,180,SVK,19.8,6-3 6-7(3) 6-1 7-5,5,RR,,,,,,,,,,,,,,,,,,,,12,1940,268,123
2002-D004,Davis Cup WG R1: USA vs SVK,Hard,4,D,2/8/2002,2,104053,,,Andy Roddick,R,188,USA,19.4,102466,,,Jan Kroslak,R,188,SVK,27.3,6-4 6-4 6-7(5) 7-6(1),5,RR,,,,,,,,,,,,,,,,,,,,17,1618,269,123
2002-D004,Davis Cup WG R1: USA vs SVK,Hard,4,D,2/8/2002,4,103484,,,James Blake,R,185,USA,22.1,103281,,,Ladislav Svarc,R,188,SVK,23.2,4-6 6-3 6-0,3,RR,,,,,,,,,,,,,,,,,,,,64,579,317,101
2002-D004,Davis Cup WG R1: USA vs SVK,Hard,4,D,2/8/2002,5,104053,,,Andy Roddick,R,188,USA,19.4,103971,,,Karol Beck,R,180,SVK,19.8,6-4 7-6(5),3,RR,,,,,,,,,,,,,,,,,,,,17,1618,268,123
2002-D005,Davis Cup WG R1: RUS vs SUI,Clay,4,D,2/8/2002,1,103819,,,Roger Federer,R,185,SUI,20.4,103498,,,Marat Safin,R,193,RUS,22,7-5 6-1 6-2,5,RR,,,,,,,,,,,,,,,,,,,,13,1865,7,2470
2002-D005,Davis Cup WG R1: RUS vs SUI,Clay,4,D,2/8/2002,2,102338,,,Yevgeny Kafelnikov,R,190,RUS,27.9,103356,,,Michel Kratochvil,R,185,SUI,22.8,6-3 4-6 1-6 7-6(3) 6-2,5,RR,,,,,,,,,,,,,,,,,,,,4,2875,43,870
2002-D005,Davis Cup WG R1: RUS vs SUI,Clay,4,D,2/8/2002,4,103819,,,Roger Federer,R,185,SUI,20.4,102338,,,Yevgeny Kafelnikov,R,190,RUS,27.9,7-6(6) 6-1 6-1,5,RR,,,,,,,,,,,,,,,,,,,,13,1865,4,2875
2002-D005,Davis Cup WG R1: RUS vs SUI,Clay,4,D,2/8/2002,5,103498,,,Marat Safin,R,193,RUS,22,103356,,,Michel Kratochvil,R,185,SUI,22.8,6-1 7-6(6) 6-4,5,RR,,,,,,,,,,,,,,,,,,,,7,2470,43,870
2002-D006,Davis Cup WG R1: GBR vs SWE,Carpet,4,D,2/8/2002,1,102450,,,Tim Henman,R,185,GBR,27.4,102035,,,Jonas Bjorkman,R,183,SWE,29.8,6-4 7-5 4-6 7-5,5,RR,,,,,,,,,,,,,,,,,,,,11,2200,47,815
2002-D006,Davis Cup WG R1: GBR vs SWE,Carpet,4,D,2/8/2002,2,102358,,,Thomas Enqvist,R,190,SWE,27.8,102257,,,Greg Rusedski,L,193,GBR,28.4,7-6(3) 7-6(5) 6-2,5,RR,,,,,,,,,,,,,,,,,,,,24,1200,30,1100
2002-D006,Davis Cup WG R1: GBR vs SWE,Carpet,4,D,2/8/2002,4,102358,,,Thomas Enqvist,R,190,SWE,27.8,102450,,,Tim Henman,R,185,GBR,27.4,6-4 6-2 6-4,5,RR,,,,,,,,,,,,,,,,,,,,24,1200,11,2200
2002-D006,Davis Cup WG R1: GBR vs SWE,Carpet,4,D,2/8/2002,5,102563,,,Thomas Johansson,R,180,SWE,26.8,102257,,,Greg Rusedski,L,193,GBR,28.4,4-6 6-3 7-5 6-4,5,RR,,,,,,,,,,,,,,,,,,,,10,2300,30,1100
2002-D007,Davis Cup WG R1: CRO vs GER,Carpet,4,D,2/8/2002,1,102783,,,Rainer Schuettler,R,180,GER,25.7,103344,,,Ivan Ljubicic,R,193,CRO,22.8,5-7 7-6(3) 6-3 7-6(5),5,RR,,,,,,,,,,,,,,,,,,,,42,880,33,1052
2002-D007,Davis Cup WG R1: CRO vs GER,Carpet,4,D,2/8/2002,2,101964,,,Goran Ivanisevic,L,193,CRO,30.3,103017,,,Nicolas Kiefer,R,183,GER,24.5,7-6(3) 6-3 6-4,5,RR,,,,,,,,,,,,,,,,,,,,14,1760,44,850
2002-D007,Davis Cup WG R1: CRO vs GER,Carpet,4,D,2/8/2002,4,101964,,,Goran Ivanisevic,L,193,CRO,30.3,102783,,,Rainer Schuettler,R,180,GER,25.7,6-4 7-6(4) 7-6(5),5,RR,,,,,,,,,,,,,,,,,,,,14,1760,42,880
2002-D007,Davis Cup WG R1: CRO vs GER,Carpet,4,D,2/8/2002,5,103344,,,Ivan Ljubicic,R,193,CRO,22.8,103017,,,Nicolas Kiefer,R,183,GER,24.5,7-6(1) 6-4,3,RR,,,,,,,,,,,,,,,,,,,,33,1052,44,850
2002-D008,Davis Cup WG R1: ARG vs AUS,Clay,4,D,2/8/2002,1,103084,,,Guillermo Canas,R,185,ARG,24.1,102401,,,Scott Draper,L,178,AUS,27.6,6-4 6-7(4) 5-7 6-4 6-1,5,RR,,,,,,,,,,,,,,,,,,,,15,1750,216,170
2002-D008,Davis Cup WG R1: ARG vs AUS,Clay,4,D,2/8/2002,2,103292,,,Gaston Gaudio,R,175,ARG,23.1,102776,,,Andrew Ilie,R,180,AUS,25.7,6-1 6-1 6-2,5,RR,,,,,,,,,,,,,,,,,,,,45,830,99,410
2002-D008,Davis Cup WG R1: ARG vs AUS,Clay,4,D,2/8/2002,4,103428,,,Juan Ignacio Chela,R,190,ARG,22.4,102776,,,Andrew Ilie,R,180,AUS,25.7,6-1 6-1,3,RR,,,,,,,,,,,,,,,,,,,,53,719,99,410
2002-D008,Davis Cup WG R1: ARG vs AUS,Clay,4,D,2/8/2002,5,103292,,,Gaston Gaudio,R,175,ARG,23.1,102401,,,Scott Draper,L,178,AUS,27.6,6-3 6-2,3,RR,,,,,,,,,,,,,,,,,,,,45,830,216,170
2002-D009,Davis Cup G1 R1: ZIM vs POR,Hard,4,D,2/8/2002,1,101647,,,Byron Black,R,175,ZIM,32.3,102250,,,Emanuel Couto,R,183,POR,28.4,6-3 7-6(4) 7-5,5,RR,,,,,,,,,,,,,,,,,,,,174,216,313,103
2002-D009,Davis Cup G1 R1: ZIM vs POR,Hard,4,D,2/8/2002,2,102286,,,Wayne Black,R,170,ZIM,28.2,101938,,,Bernardo Mota,R,178,POR,30.5,6-1 3-6 6-3 6-2,5,RR,,,,,,,,,,,,,,,,,,,,158,242,383,74
2002-D009,Davis Cup G1 R1: ZIM vs POR,Hard,4,D,2/8/2002,4,102286,,,Wayne Black,R,170,ZIM,28.2,103033,,,Helder Lopes,R,,POR,24.4,7-6(5) 6-3,3,RR,,,,,,,,,,,,,,,,,,,,158,242,805,11
2002-D009,Davis Cup G1 R1: ZIM vs POR,Hard,4,D,2/8/2002,5,103413,,,Genius Chidzikwe,R,,ZIM,22.5,101938,,,Bernardo Mota,R,178,POR,30.5,3-6 7-6(6) 7-5,3,RR,,,,,,,,,,,,,,,,,,,,821,10,383,74
2002-D010,Davis Cup G1 R1: AUT vs ISR,Clay,4,D,2/8/2002,1,102905,,,Stefan Koubek,L,175,AUT,25,103145,,,Amir Hadad,R,183,ISR,23.9,6-1 6-3 7-6(2),5,RR,,,,,,,,,,,,,,,,,,,,50,778,248,142
2002-D010,Davis Cup G1 R1: AUT vs ISR,Clay,4,D,2/8/2002,2,103182,,,Markus Hipfl,R,178,AUT,23.7,103174,,,Noam Okun,R,185,ISR,23.8,6-3 4-6 6-3 6-1,5,RR,,,,,,,,,,,,,,,,,,,,68,550,106,385
2002-D010,Davis Cup G1 R1: AUT vs ISR,Clay,4,D,2/8/2002,4,102905,,,Stefan Koubek,L,175,AUT,25,103174,,,Noam Okun,R,185,ISR,23.8,6-3 7-5 6-4,5,RR,,,,,,,,,,,,,,,,,,,,50,778,106,385
2002-D010,Davis Cup G1 R1: AUT vs ISR,Clay,4,D,2/8/2002,5,103145,,,Amir Hadad,R,183,ISR,23.9,103182,,,Markus Hipfl,R,178,AUT,23.7,6-3 3-0 RET,5,RR,,,,,,,,,,,,,,,,,,,,248,142,68,550
2002-D011,Davis Cup G2 R1: UKR vs BUL,Clay,4,D,5/3/2002,1,103824,,,Orest Tereshchuk,R,,UKR,20.6,101957,,,Milen Velev,R,,BUL,30.6,6-3 2-6 6-4 6-1,5,RR,,,,,,,,,,,,,,,,,,,,249,140,414,66
2002-D011,Davis Cup G2 R1: UKR vs BUL,Clay,4,D,5/3/2002,2,103936,,,Todor Enev,R,,BUL,20.2,104000,,,Andrey Dernovskiy,U,,UKR,19.9,6-4 6-1 6-3,5,RR,,,,,,,,,,,,,,,,,,,,356,86,581,30
2002-D011,Davis Cup G2 R1: UKR vs BUL,Clay,4,D,5/3/2002,4,103824,,,Orest Tereshchuk,R,,UKR,20.6,103936,,,Todor Enev,R,,BUL,20.2,6-3 7-6(1) 3-6 6-4,5,RR,,,,,,,,,,,,,,,,,,,,249,140,356,86
2002-D011,Davis Cup G2 R1: UKR vs BUL,Clay,4,D,5/3/2002,5,101957,,,Milen Velev,R,,BUL,30.6,104000,,,Andrey Dernovskiy,U,,UKR,19.9,7-5 5-7 6-4 6-3,5,RR,,,,,,,,,,,,,,,,,,,,414,66,581,30
2002-D012,Davis Cup G2 R1: LAT vs CIV,Clay,4,D,5/3/2002,1,103568,,,Valentin Sanon,R,,CIV,21.9,104557,,,Andis Juska,R,,LAT,16.9,6-2 6-3 1-6 4-6 6-1,5,RR,,,,,,,,,,,,,,,,,,,,1074,5,,
2002-D012,Davis Cup G2 R1: LAT vs CIV,Clay,4,D,5/3/2002,2,102556,,,Claude Ngoran,L,190,CIV,27.1,106536,,,Andres Filimonov,R,,LAT,33.9,4-6 7-5 6-1 7-6(4),5,RR,,,,,,,,,,,,,,,,,,,,,,,
2002-D012,Davis Cup G2 R1: LAT vs CIV,Clay,4,D,5/3/2002,4,103568,,,Valentin Sanon,R,,CIV,21.9,106536,,,Andres Filimonov,R,,LAT,33.9,6-3 6-1 7-5,5,RR,,,,,,,,,,,,,,,,,,,,1074,5,,
2002-D012,Davis Cup G2 R1: LAT vs CIV,Clay,4,D,5/3/2002,5,102556,,,Claude Ngoran,L,190,CIV,27.1,104557,,,Andis Juska,R,,LAT,16.9,6-3 7-6(2),3,RR,,,,,,,,,,,,,,,,,,,,,,,
2002-D013,Davis Cup G2 R1: MDA vs DEN,Clay,4,D,5/3/2002,1,102202,,,Kenneth Carlsen,L,190,DEN,29,104215,,,Andrei Gorban,U,,MDA,18.7,6-0 6-1 6-3,5,RR,,,,,,,,,,,,,,,,,,,,118,343,,
2002-D013,Davis Cup G2 R1: MDA vs DEN,Clay,4,D,5/3/2002,2,101989,,,Patrik Langvardt,R,,DEN,30.3,103583,,,Evghenii Plugariov,R,,MDA,21.8,6-4 6-4 7-5,5,RR,,,,,,,,,,,,,,,,,,,,,,1378,1
2002-D013,Davis Cup G2 R1: MDA vs DEN,Clay,4,D,5/3/2002,4,102725,,,Kasper Warming,R,,DEN,26.2,103583,,,Evghenii Plugariov,R,,MDA,21.8,6-4 6-4,3,RR,,,,,,,,,,,,,,,,,,,,,,1378,1
2002-D013,Davis Cup G2 R1: MDA vs DEN,Clay,4,D,5/3/2002,5,108640,,,Mik Ledvonova,R,,DEN,20.9,104215,,,Andrei Gorban,U,,MDA,18.7,6-3 6-1,3,RR,,,,,,,,,,,,,,,,,,,,,,,
2002-D014,Davis Cup G2 R1: NOR vs EGY,Clay,4,D,5/3/2002,1,102107,,,Jan Frode Andersen,L,190,NOR,29.6,102362,,,Amro Ghoneim,R,,EGY,28.1,7-6(5) 6-0 6-2,5,RR,,,,,,,,,,,,,,,,,,,,181,211,886,8
2002-D014,Davis Cup G2 R1: NOR vs EGY,Clay,4,D,5/3/2002,2,103899,,,Stian Boretti,R,188,NOR,20.3,103472,,,Karim Maamoun,R,,EGY,22.4,5-7 6-3 6-4 6-4,5,RR,,,,,,,,,,,,,,,,,,,,610,26,517,41
2002-D014,Davis Cup G2 R1: NOR vs EGY,Clay,4,D,5/3/2002,4,102595,,,Helge Koll,R,,NOR,26.9,103472,,,Karim Maamoun,R,,EGY,22.4,6-2 5-7 6-4,3,RR,,,,,,,,,,,,,,,,,,,,699,17,517,41
2002-D014,Davis Cup G2 R1: NOR vs EGY,Clay,4,D,5/3/2002,5,103864,,,Mohamed Mamoun,R,,EGY,20.5,108641,,,Fredrik Aarum,U,,NOR,19.1,6-2 7-6(4),3,RR,,,,,,,,,,,,,,,,,,,,742,15,,
2002-D015,Davis Cup G2 R1: YUG vs RSA,Clay,4,D,5/3/2002,1,102942,,,Vladimir Pavicevic,R,,SRB,25.1,103198,,,Justin Bower,L,190,RSA,23.9,6-3 6-2 5-7 7-6(2),5,RR,,,,,,,,,,,,,,,,,,,,402,70,257,136
2002-D015,Davis Cup G2 R1: YUG vs RSA,Clay,4,D,5/3/2002,2,102811,,,Dusan Vemic,R,190,SRB,25.8,103130,,,Louis Vosloo,R,178,RSA,24.2,6-3 6-4 3-6 7-6(5),5,RR,,,,,,,,,,,,,,,,,,,,436,59,211,170
2002-D015,Davis Cup G2 R1: YUG vs RSA,Clay,4,D,5/3/2002,4,102942,,,Vladimir Pavicevic,R,,SRB,25.1,103130,,,Louis Vosloo,R,178,RSA,24.2,6-3 6-2 3-6 7-6(0),5,RR,,,,,,,,,,,,,,,,,,,,402,70,211,170
2002-D015,Davis Cup G2 R1: YUG vs RSA,Clay,4,D,5/3/2002,5,103198,,,Justin Bower,L,190,RSA,23.9,103704,,,Vladimir Obradovic,R,196,SRB,21.2,7-5 6-3,3,RR,,,,,,,,,,,,,,,,,,,,257,136,775,13
2002-D016,Davis Cup G2 R1: LUX vs HUN,Hard,4,D,5/3/2002,1,103877,,,Mike Scheidweiler,R,188,LUX,20.4,103229,,,Kornel Bardoczky,R,,HUN,23.8,6-7(2) 6-2 6-2 7-5,5,RR,,,,,,,,,,,,,,,,,,,,388,74,472,51
2002-D016,Davis Cup G2 R1: LUX vs HUN,Hard,4,D,5/3/2002,2,104180,,,Gilles Muller,L,193,LUX,18.9,102722,,,Attila Savolt,R,183,HUN,26.2,6-3 7-6(8) 6-7(5) 6-7(2) 6-3,5,RR,,,,,,,,,,,,,,,,,,,,466,52,71,564
2002-D016,Davis Cup G2 R1: LUX vs HUN,Hard,4,D,5/3/2002,4,107098,,,Gilles Kremer,R,,LUX,20.7,103825,,,Zsolt Tatar,U,,HUN,20.6,6-7(2) 7-6(2) 6-3,3,RR,,,,,,,,,,,,,,,,,,,,,,716,16
2002-D016,Davis Cup G2 R1: LUX vs HUN,Hard,4,D,5/3/2002,5,102737,,,Gergely Kisgyorgy,R,,HUN,26.1,108604,,,Pascal Schaul,U,,LUX,23.2,6-4 6-7(5) 6-3,3,RR,,,,,,,,,,,,,,,,,,,,511,43,,
2002-D017,Davis Cup G2 R1: ARM vs IRL,Clay,4,D,5/3/2002,1,103197,,,John Doran,R,,IRL,23.9,108610,,,Tsolak Gevorgyan,U,,ARM,26.6,6-4 6-1 7-5,5,RR,,,,,,,,,,,,,,,,,,,,410,68,,
2002-D017,Davis Cup G2 R1: ARM vs IRL,Clay,4,D,5/3/2002,2,103402,,,Peter Clarke,R,188,IRL,22.8,108642,,,Hayk Hakobyan,U,,ARM,22,6-0 7-5 6-2,5,RR,,,,,,,,,,,,,,,,,,,,347,89,,
2002-D018,Davis Cup G2 R1: SLO vs GHA,Clay,4,D,5/3/2002,1,101970,,,Iztok Bozic,R,,SLO,30.5,102802,,,Gunther Darkey,R,,GHA,25.8,7-5 4-6 7-5 6-0,5,RR,,,,,,,,,,,,,,,,,,,,490,46,860,9
2002-D018,Davis Cup G2 R1: SLO vs GHA,Clay,4,D,5/3/2002,2,102959,,,Marko Tkalec,R,178,SLO,25.1,104138,,,Henry Adjei Darko,U,,GHA,19.1,6-1 6-3 7-5,5,RR,,,,,,,,,,,,,,,,,,,,289,112,,
2002-D018,Davis Cup G2 R1: SLO vs GHA,Clay,4,D,5/3/2002,4,104175,,,Matija Zgaga,L,,SLO,18.9,108643,,,Samuel Fumi,U,,GHA,20.5,6-3 6-2,3,RR,,,,,,,,,,,,,,,,,,,,922,7,,
2002-D018,Davis Cup G2 R1: SLO vs GHA,Clay,4,D,5/3/2002,5,104138,,,Henry Adjei Darko,U,,GHA,19.1,104046,,,Bostjan Osabnik,R,,SLO,19.7,6-3 7-6(1),3,RR,,,,,,,,,,,,,,,,,,,,,,1306,2
2002-D019,Davis Cup G1 QF: THA vs UZB,Hard,4,D,2/8/2002,1,103821,,,Danai Udomchoke,R,173,THA,20.4,102087,,,Oleg Ogorodov,R,193,UZB,29.5,6-3 5-7 6-2 4-6 6-3,5,RR,,,,,,,,,,,,,,,,,,,,281,116,140,291
2002-D019,Davis Cup G1 QF: THA vs UZB,Hard,4,D,2/8/2002,2,103387,,,Paradorn Srichaphan,R,185,THA,22.6,102957,,,Vadim Kutsenko,R,180,RUS,24.8,6-4 4-6 6-2 4-6 6-3,5,RR,,,,,,,,,,,,,,,,,,,,73,530,150,259
2002-D019,Davis Cup G1 QF: THA vs UZB,Hard,4,D,2/8/2002,4,103387,,,Paradorn Srichaphan,R,185,THA,22.6,102087,,,Oleg Ogorodov,R,193,UZB,29.5,7-6(0) 2-6 1-6 7-5 6-4,5,RR,,,,,,,,,,,,,,,,,,,,73,530,140,291
2002-D019,Davis Cup G1 QF: THA vs UZB,Hard,4,D,2/8/2002,5,102957,,,Vadim Kutsenko,R,180,RUS,24.8,102097,,,Naratorn Srichaphan,R,,THA,29.5,6-4 6-7(3) 6-2,3,RR,,,,,,,,,,,,,,,,,,,,150,259,,
2002-D020,Davis Cup G1 QF: KOR vs JPN,Carpet,4,D,2/8/2002,1,102863,,,Takao Suzuki,R,175,JPN,25.3,102263,,,Yong Il Yoon,R,175,KOR,28.3,7-5 6-4 6-3,5,RR,,,,,,,,,,,,,,,,,,,,228,156,284,114
2002-D020,Davis Cup G1 QF: KOR vs JPN,Carpet,4,D,2/8/2002,2,102703,,,Hyung Taik Lee,R,180,KOR,26,102300,,,Gouichi Motomura,R,173,JPN,28.1,6-3 6-4 6-1,5,RR,,,,,,,,,,,,,,,,,,,,96,435,241,147
2002-D020,Davis Cup G1 QF: KOR vs JPN,Carpet,4,D,2/8/2002,4,102863,,,Takao Suzuki,R,175,JPN,25.3,102703,,,Hyung Taik Lee,R,180,KOR,26,7-6(4) 7-5 6-1,5,RR,,,,,,,,,,,,,,,,,,,,228,156,96,435
2002-D020,Davis Cup G1 QF: KOR vs JPN,Carpet,4,D,2/8/2002,5,102300,,,Gouichi Motomura,R,173,JPN,28.1,102263,,,Yong Il Yoon,R,175,KOR,28.3,3-6 6-2 6-2 6-3,5,RR,,,,,,,,,,,,,,,,,,,,241,147,284,114
2002-D021,Davis Cup G1 QF: NZL vs INA,Carpet,4,D,2/8/2002,1,103421,,,Peter Handoyo,R,,INA,22.4,103066,,,Mark Nielsen,R,185,NZL,24.3,2-6 7-5 6-3 6-4,5,RR,,,,,,,,,,,,,,,,,,,,631,24,417,64
2002-D021,Davis Cup G1 QF: NZL vs INA,Carpet,4,D,2/8/2002,2,102131,,,Alistair Hunt,R,190,NZL,29.2,102843,,,Suwandi Suwandi,R,178,INA,25.4,4-6 7-5 4-6 6-2 6-3,5,RR,,,,,,,,,,,,,,,,,,,,1314,2,291,111
2002-D021,Davis Cup G1 QF: NZL vs INA,Carpet,4,D,2/8/2002,4,103066,,,Mark Nielsen,R,185,NZL,24.3,102843,,,Suwandi Suwandi,R,178,INA,25.4,6-1 6-4 3-6 6-3,5,RR,,,,,,,,,,,,,,,,,,,,417,64,291,111
2002-D021,Davis Cup G1 QF: NZL vs INA,Carpet,4,D,2/8/2002,5,103421,,,Peter Handoyo,R,,INA,22.4,102557,,,Daniel Willman,U,,NZL,26.8,7-5 6-3,3,RR,,,,,,,,,,,,,,,,,,,,631,24,353,87
2002-D022,Davis Cup G1 QF: LIB vs IND,Hard,4,D,2/8/2002,1,102233,,,Leander Paes,R,178,IND,28.6,108618,,,Karim Alayli,R,,LIB,18.8,6-3 6-0 6-0,5,RR,,,,,,,,,,,,,,,,,,,,319,100,,
2002-D022,Davis Cup G1 QF: LIB vs IND,Hard,4,D,2/8/2002,2,103468,,,Harsh Mankad,R,173,IND,22.2,102448,,,Ali Hamadeh,R,,LIB,27.4,6-3 6-1 6-1,5,RR,,,,,,,,,,,,,,,,,,,,751,14,,
2002-D022,Davis Cup G1 QF: LIB vs IND,Hard,4,D,2/8/2002,4,102233,,,Leander Paes,R,178,IND,28.6,108644,,,Patrick Chucri,R,,LIB,20.2,6-2 6-2,3,RR,,,,,,,,,,,,,,,,,,,,319,100,,
2002-D022,Davis Cup G1 QF: LIB vs IND,Hard,4,D,2/8/2002,5,103468,,,Harsh Mankad,R,173,IND,22.2,108618,,,Karim Alayli,R,,LIB,18.8,6-3 6-1,3,RR,,,,,,,,,,,,,,,,,,,,751,14,,
2002-D023,Davis Cup G2 QF: CHN vs KUW,Hard,4,D,2/8/2002,1,103337,,,Ben Qiang Zhu,R,,CHN,22.8,108645,,,Musaad Al Jazzaf,U,,KUW,17.7,6-0 6-0 6-0,5,RR,,,,,,,,,,,,,,,,,,,,946,7,,
2002-D023,Davis Cup G2 QF: CHN vs KUW,Hard,4,D,2/8/2002,2,103600,,,Mohammad Ghareeb,R,,KUW,21.5,103817,,,Yu Jr Wang,L,,CHN,20.5,6-3 7-5 6-4,5,RR,,,,,,,,,,,,,,,,,,,,1225,3,1030,5
2002-D023,Davis Cup G2 QF: CHN vs KUW,Hard,4,D,2/8/2002,4,103337,,,Ben Qiang Zhu,R,,CHN,22.8,108617,,,Hussain Al Ashwak,U,,KUW,25.4,6-1 6-1 6-1,5,RR,,,,,,,,,,,,,,,,,,,,946,7,,
2002-D023,Davis Cup G2 QF: CHN vs KUW,Hard,4,D,2/8/2002,5,103817,,,Yu Jr Wang,L,,CHN,20.5,108645,,,Musaad Al Jazzaf,U,,KUW,17.7,7-5 6-1,3,RR,,,,,,,,,,,,,,,,,,,,1030,5,,
2002-D024,Davis Cup G2 QF: KAZ vs PHI,Hard,4,D,2/8/2002,1,104348,,,Dias Doskarayev,R,,KAZ,17.8,108646,,,Joseph Victorino,U,,PHI,18.2,4-6 6-4 6-3 6-0,5,RR,,,,,,,,,,,,,,,,,,,,980,6,1382,1
2002-D024,Davis Cup G2 QF: KAZ vs PHI,Hard,4,D,2/8/2002,2,103612,,,Alexey Kedryuk,R,193,KAZ,21.4,108594,,,Johnny Arcilla,U,,PHI,21.9,6-2 6-2 4-6 6-3,5,RR,,,,,,,,,,,,,,,,,,,,504,42,,
